_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.4,M10704,M1,1,0,Transcription Factor Targets,16,NKX25 02,,-2.4,9.7,4.9,30293,267,35,3,8.6,4.7,2321|29979|51205,FLT1|UBQLN1|ACP6,0,0
1,-2.4,M17180,M1,1,0,Transcription Factor Targets,16,CREB 01,,-2.4,9.7,4.9,30293,268,35,3,8.6,4.7,2321|3326|51042,FLT1|HSP90AB1|ZNF593,0,0
1,-2.4,M1532,M1,1,0,Transcription Factor Targets,16,EGR1 01,,-2.4,9.7,4.8,30293,269,35,3,8.6,4.7,6666|22893|79990,SOX12|BAHD1|PLEKHH3,0,0
1,-2.4,M5440,M1,1,0,Transcription Factor Targets,16,AP1 Q4,,-2.4,9.6,4.8,30293,271,35,3,8.6,4.7,22858|29979|79990,CILK1|UBQLN1|PLEKHH3,0,0
1,-2.4,M6101,M1,1,0,Transcription Factor Targets,16,ER Q6,,-2.4,9.1,4.7,30293,284,35,3,8.6,4.7,6665|29979|92140,SOX15|UBQLN1|MTDH,0,0
1,-2.3,M30277,M1,1,0,Transcription Factor Targets,16,ZNF213 TARGET GENES,,-2.3,5.8,4,30293,595,35,4,11,5.4,22858|51514|56257|56894,CILK1|DTL|MEPCE|AGPAT3,0,0
1,-2.3,M6628,M1,1,0,Transcription Factor Targets,16,GTGGGTGK UNKNOWN,,-2.3,8.7,4.6,30293,297,35,3,8.6,4.7,6665|22893|56257,SOX15|BAHD1|MEPCE,0,0
1,-2.3,M613,M1,1,0,Transcription Factor Targets,16,TGANNYRGCA TCF11MAFG 01,,-2.3,8.5,4.5,30293,307,35,3,8.6,4.7,3326|22893|79990,HSP90AB1|BAHD1|PLEKHH3,0,0
1,-2.2,M30281,M1,1,0,Transcription Factor Targets,16,ZNF223 TARGET GENES,,-2.2,8.1,4.3,30293,322,35,3,8.6,4.7,29979|79990|252839,UBQLN1|PLEKHH3|TMEM9,0,0
1,-2.2,M15675,M1,1,0,Transcription Factor Targets,16,CCCNNGGGAR OLF1 01,,-2.2,8,4.3,30293,326,35,3,8.6,4.7,2321|22893|51042,FLT1|BAHD1|ZNF593,0,0
1,-2.2,M30355,M1,1,0,Transcription Factor Targets,16,ZNF581 TARGET GENES,,-2.2,7.9,4.3,30293,327,35,3,8.6,4.7,29979|51531|56257,UBQLN1|TRMO|MEPCE,0,0
