_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-3.7302705993917713,GO:0006997,M1,1,0,GO Biological Processes,19,nucleus organization,19_GO:0009987 cellular process,-3.7302705993917713,26.849290780141843,8.664053803703606,30286,141,24,3,12.5,6.750771560841522,1760|7141|10208,DMPK|TNP1|USPL1,0.0,0,2,1,1,-3.7302705993917713,26.849290780141843,
1,-2.108491547406056,GO:0018193,M1,1,0,GO Biological Processes,19,peptidyl-amino acid modification,19_GO:0008152 metabolic process,-2.108491547406056,7.280288461538461,4.068100013024901,30286,520,24,3,12.5,6.750771560841522,1760|10208|53944,DMPK|USPL1|CSNK1G1,0.0,0,2,0,0,-3.7302705993917713,26.849290780141843,
1,-3.537275706711333,GO:0050731,M1,1,0,GO Biological Processes,19,positive regulation of peptidyl-tyrosine phosphorylation,19_GO:0048518 positive regulation of biological process,-3.537275706711333,23.083841463414632,7.985925218315906,30286,164,24,3,12.5,6.750771560841522,2056|3690|10456,EPO|ITGB3|HAX1,0.0,0,3,1,1,-3.537275706711333,23.083841463414632,
1,-3.1368450460064006,GO:0050730,M1,1,0,GO Biological Processes,19,regulation of peptidyl-tyrosine phosphorylation,19_GO:0008152 metabolic process,-3.1368450460064006,16.825555555555557,6.709947288647572,30286,225,24,3,12.5,6.750771560841522,2056|3690|10456,EPO|ITGB3|HAX1,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.9872434829980707,GO:0001934,M1,1,0,GO Biological Processes,19,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-2.9872434829980707,8.732987312572089,5.286218443570689,30286,578,24,4,16.666666666666668,7.607257743127308,2056|3690|10456|23531,EPO|ITGB3|HAX1|MMD,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.867030439165773,GO:0042327,M1,1,0,GO Biological Processes,19,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-2.867030439165773,8.10219368646335,5.0442847643650515,30286,623,24,4,16.666666666666668,7.607257743127308,2056|3690|10456|23531,EPO|ITGB3|HAX1|MMD,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.6773431146921234,GO:0010562,M1,1,0,GO Biological Processes,19,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-2.6773431146921234,7.190408357075024,4.673368255441186,30286,702,24,4,16.666666666666668,7.607257743127308,2056|3690|10456|23531,EPO|ITGB3|HAX1|MMD,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.6773431146921234,GO:0045937,M1,1,0,GO Biological Processes,19,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-2.6773431146921234,7.190408357075024,4.673368255441186,30286,702,24,4,16.666666666666668,7.607257743127308,2056|3690|10456|23531,EPO|ITGB3|HAX1|MMD,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.544287230473238,GO:0031401,M1,1,0,GO Biological Processes,19,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-2.544287230473238,6.606893542757417,4.420452192636408,30286,764,24,4,16.666666666666668,7.607257743127308,2056|3690|10456|23531,EPO|ITGB3|HAX1|MMD,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.4706364853705938,GO:0032970,M1,1,0,GO Biological Processes,19,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-2.4706364853705938,9.833116883116883,4.9121552220590265,30286,385,24,3,12.5,6.750771560841522,3690|7134|10456,ITGB3|TNNC1|HAX1,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.3476897583069007,GO:0009611,M1,1,0,GO Biological Processes,19,response to wounding,19_GO:0050896 response to stimulus,-2.3476897583069007,8.886737089201878,4.616659640827385,30286,426,24,3,12.5,6.750771560841522,308|2056|3690,ANXA5|EPO|ITGB3,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.3420228851860343,GO:0009410,M1,1,0,GO Biological Processes,19,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-2.3420228851860343,8.845210280373832,4.603272799042563,30286,428,24,3,12.5,6.750771560841522,268|3690|5925,AMH|ITGB3|RB1,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.2576831908650394,R-HSA-5663202,M1,1,0,Reactome Gene Sets,6,Diseases of signal transduction by growth factor receptors and second messengers,,-2.2576831908650394,8.247821350762527,4.406356508780072,30286,459,24,3,12.5,6.750771560841522,3690|5430|5925,ITGB3|POLR2A|RB1,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.229234835835206,GO:0045859,M1,1,0,GO Biological Processes,19,regulation of protein kinase activity,19_GO:0008152 metabolic process,-2.229234835835206,8.054787234042553,4.340889750857502,30286,470,24,3,12.5,6.750771560841522,3690|5925|23531,ITGB3|RB1|MMD,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.216542661903818,GO:0043410,M1,1,0,GO Biological Processes,19,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-2.216542661903818,7.97,4.31183275201384,30286,475,24,3,12.5,6.750771560841522,2056|3487|3690,EPO|IGFBP4|ITGB3,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-2.081406721575084,GO:0043549,M1,1,0,GO Biological Processes,19,regulation of kinase activity,19_GO:0008152 metabolic process,-2.081406721575084,7.116071428571429,4.007986795154866,30286,532,24,3,12.5,6.750771560841522,3690|5925|23531,ITGB3|RB1|MMD,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-1.8662557014587016,GO:0051338,M1,1,0,GO Biological Processes,19,regulation of transferase activity,19_GO:0065007 biological regulation,-1.8662557014587016,5.924491392801252,3.5431703375080974,30286,639,24,3,12.5,6.750771560841522,3690|5925|23531,ITGB3|RB1|MMD,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-1.8131190749902202,GO:0043408,M1,1,0,GO Biological Processes,19,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-1.8131190749902202,5.658819133034379,3.4315392678484584,30286,669,24,3,12.5,6.750771560841522,2056|3487|3690,EPO|IGFBP4|ITGB3,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-1.6806480646659463,GO:0044092,M1,1,0,GO Biological Processes,19,negative regulation of molecular function,19_GO:0065007 biological regulation,-1.6806480646659463,5.040945406125166,3.1579486247079562,30286,751,24,3,12.5,6.750771560841522,2056|3690|5925,EPO|ITGB3|RB1,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-1.6304998890299112,GO:0009725,M1,1,0,GO Biological Processes,19,response to hormone,19_GO:0050896 response to stimulus,-1.6304998890299112,4.822611464968153,3.0559568237816213,30286,785,24,3,12.5,6.750771560841522,2056|3690|5925,EPO|ITGB3|RB1,0.0,0,3,0,0,-3.537275706711333,23.083841463414632,
1,-3.390993674677083,GO:0048469,M1,1,0,GO Biological Processes,19,cell maturation,19_GO:0032502 developmental process,-3.390993674677083,20.574728260869566,7.500281679897509,30286,184,24,3,12.5,6.750771560841522,1738|2056|5925,DLD|EPO|RB1,0.0,0,4,1,1,-3.390993674677083,20.574728260869566,
1,-3.0875498962787113,GO:0071695,M1,1,0,GO Biological Processes,19,anatomical structure maturation,19_GO:0032502 developmental process,-3.0875498962787113,16.178418803418804,6.563996891793822,30286,234,24,3,12.5,6.750771560841522,1738|2056|5925,DLD|EPO|RB1,0.0,0,4,0,0,-3.390993674677083,20.574728260869566,
1,-2.8368011679014296,GO:0021700,M1,1,0,GO Biological Processes,19,developmental maturation,19_GO:0032502 developmental process,-2.8368011679014296,13.236888111888112,5.855499856531736,30286,286,24,3,12.5,6.750771560841522,1738|2056|5925,DLD|EPO|RB1,0.0,0,4,0,0,-3.390993674677083,20.574728260869566,
1,-2.5527189830880377,GO:0007281,M1,1,0,GO Biological Processes,19,germ cell development,19_GO:0022414 reproductive process,-2.5527189830880377,10.515972222222222,5.115059343048429,30286,360,24,3,12.5,6.750771560841522,268|1738|7141,AMH|DLD|TNP1,0.0,0,4,0,0,-3.390993674677083,20.574728260869566,
1,-2.2343529748484676,GO:0022412,M1,1,0,GO Biological Processes,19,cellular process involved in reproduction in multicellular organism,19_GO:0022414 reproductive process,-2.2343529748484676,8.089209401709402,4.352633221530275,30286,468,24,3,12.5,6.750771560841522,268|1738|7141,AMH|DLD|TNP1,0.0,0,4,0,0,-3.390993674677083,20.574728260869566,
1,-1.8790587745363165,GO:0007283,M1,1,0,GO Biological Processes,19,spermatogenesis,19_GO:0022414 reproductive process,-1.8790587745363165,5.990110759493671,3.5702422012175616,30286,632,24,3,12.5,6.750771560841522,1738|5925|7141,DLD|RB1|TNP1,0.0,0,4,0,0,-3.390993674677083,20.574728260869566,
1,-1.84823659166475,GO:0048232,M1,1,0,GO Biological Processes,19,male gamete generation,19_GO:0022414 reproductive process,-1.84823659166475,5.833204930662558,3.505185726881483,30286,649,24,3,12.5,6.750771560841522,1738|5925|7141,DLD|RB1|TNP1,0.0,0,4,0,0,-3.390993674677083,20.574728260869566,
1,-2.7899388102480867,hsa04060,M1,1,0,KEGG Pathway,24,Cytokine-cytokine receptor interaction,,-2.7899388102480867,12.746632996632997,5.729031750372101,30286,297,24,3,12.5,6.750771560841522,268|2056|3556,AMH|EPO|IL1RAP,0.0,0,5,1,1,-2.7899388102480867,12.746632996632997,
1,-2.4674730523744106,GO:0019221,M1,1,0,GO Biological Processes,19,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.4674730523744106,9.807642487046632,4.904427651413292,30286,386,24,3,12.5,6.750771560841522,2056|3556|10456,EPO|IL1RAP|HAX1,0.0,0,5,0,0,-2.7899388102480867,12.746632996632997,
1,-1.700516338765246,GO:0071345,M1,1,0,GO Biological Processes,19,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-1.700516338765246,5.129742547425474,3.1985836299967128,30286,738,24,3,12.5,6.750771560841522,2056|3556|10456,EPO|IL1RAP|HAX1,0.0,0,5,0,0,-2.7899388102480867,12.746632996632997,
1,-1.6806480646659463,M5885,M1,1,0,Canonical Pathways,11,NABA MATRISOME ASSOCIATED,,-1.6806480646659463,5.040945406125166,3.1579486247079562,30286,751,24,3,12.5,6.750771560841522,268|308|2056,AMH|ANXA5|EPO,0.0,0,5,0,0,-2.7899388102480867,12.746632996632997,
1,-2.6338056188082724,GO:0050808,M1,1,0,GO Biological Processes,19,synapse organization,19_GO:0009987 cellular process,-2.6338056188082724,11.233679525222552,5.320178411187766,30286,337,24,3,12.5,6.750771560841522,3556|3690|8404,IL1RAP|ITGB3|SPARCL1,0.0,0,6,1,1,-2.6338056188082724,11.233679525222552,
1,-2.0791800922016623,GO:0034330,M1,1,0,GO Biological Processes,19,cell junction organization,19_GO:0009987 cellular process,-2.0791800922016623,7.102720450281426,4.003061813014031,30286,533,24,3,12.5,6.750771560841522,3556|3690|8404,IL1RAP|ITGB3|SPARCL1,0.0,0,6,0,0,-2.6338056188082724,11.233679525222552,
1,-2.059345408869975,GO:0098609,M1,1,0,GO Biological Processes,19,cell-cell adhesion,19_GO:0009987 cellular process,-2.059345408869975,6.9847785977859775,3.959302116741832,30286,542,24,3,12.5,6.750771560841522,3556|3690|8404,IL1RAP|ITGB3|SPARCL1,0.0,0,6,0,0,-2.6338056188082724,11.233679525222552,
1,-2.081406721575084,GO:0006351,M1,1,0,GO Biological Processes,19,DNA-templated transcription,19_GO:0008152 metabolic process,-2.081406721575084,7.116071428571429,4.007986795154866,30286,532,24,3,12.5,6.750771560841522,5430|5925|10208,POLR2A|RB1|USPL1,0.0,0,7,1,1,-2.081406721575084,7.116071428571429,
1,-2.0549870663181933,GO:0032774,M1,1,0,GO Biological Processes,19,RNA biosynthetic process,19_GO:0008152 metabolic process,-2.0549870663181933,6.959099264705882,3.949713381964917,30286,544,24,3,12.5,6.750771560841522,5430|5925|10208,POLR2A|RB1|USPL1,0.0,0,7,0,0,-2.081406721575084,7.116071428571429,
1,-1.7447040389255968,GO:0008283,M1,1,0,GO Biological Processes,19,cell population proliferation,19_GO:0009987 cellular process,-1.7447040389255968,5.332042253521127,3.2894458074016324,30286,710,24,3,12.5,6.750771560841522,3487|5925|10208,IGFBP4|RB1|USPL1,0.0,0,7,0,0,-2.081406721575084,7.116071428571429,
