_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2,C0007194,M1,1,0,DisGeNET,35,Hypertrophic Cardiomyopathy,,-2,6.8,3.9,30286,559,24,3,12,6.8,1738|1760|7134,DLD|DMPK|TNNC1,0,0
1,-2,C0025500,M1,1,0,DisGeNET,35,Mesothelioma,,-2,6.8,3.9,30286,559,24,3,12,6.8,1738|2056|3690,DLD|EPO|ITGB3,0,0
1,-2,C0424605,M1,1,0,DisGeNET,35,Developmental delay (disorder),,-2,6.5,3.8,30286,584,24,3,12,6.8,5430|10456|23531,POLR2A|HAX1|MMD,0,0
1,-2,C0027708,M1,1,0,DisGeNET,35,Nephroblastoma,,-2,6.5,3.8,30286,586,24,3,12,6.8,268|308|5925,AMH|ANXA5|RB1,0,0
1,-1.9,C0007138,M1,1,0,DisGeNET,35,"Carcinoma, Transitional Cell",,-1.9,6.1,3.6,30286,622,24,3,12,6.8,1666|8404|23531,DECR1|SPARCL1|MMD,0,0
1,-1.9,C0026848,M1,1,0,DisGeNET,35,Myopathy,,-1.9,6,3.6,30286,633,24,3,12,6.8,308|1760|7134,ANXA5|DMPK|TNNC1,0,0
1,-1.9,C0025286,M1,1,0,DisGeNET,35,Meningioma,,-1.9,6,3.6,30286,634,24,3,12,6.8,2056|5430|5925,EPO|POLR2A|RB1,0,0
1,-1.9,C0011884,M1,1,0,DisGeNET,35,Diabetic Retinopathy,,-1.9,5.9,3.5,30286,644,24,3,12,6.8,1666|2056|3690,DECR1|EPO|ITGB3,0,0
1,-1.8,C1261502,M1,1,0,DisGeNET,35,Finding of Mean Corpuscular Hemoglobin,,-1.8,5.8,3.5,30286,653,24,3,12,6.8,5430|26065|53944,POLR2A|LSM14A|CSNK1G1,0,0
1,-1.8,C0024530,M1,1,0,DisGeNET,35,Malaria,,-1.8,5.5,3.4,30286,683,24,3,12,6.8,1666|2056|5794,DECR1|EPO|PTPRH,0,0
1,-1.8,C1328504,M1,1,0,DisGeNET,35,Hormone refractory prostate cancer,,-1.8,5.5,3.4,30286,683,24,3,12,6.8,2056|5430|5925,EPO|POLR2A|RB1,0,0
1,-1.8,C0002726,M1,1,0,DisGeNET,35,Amyloidosis,,-1.8,5.5,3.3,30286,694,24,3,12,6.8,308|1666|2056,ANXA5|DECR1|EPO,0,0
1,-1.8,C3714636,M1,1,0,DisGeNET,35,Pneumonitis,,-1.8,5.4,3.3,30286,696,24,3,12,6.8,308|1666|2056,ANXA5|DECR1|EPO,0,0
1,-1.8,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-1.8,5.4,3.3,30286,700,24,3,12,6.8,1666|1738|3487,DECR1|DLD|IGFBP4,0,0
1,-1.7,C0010417,M1,1,0,DisGeNET,35,Cryptorchidism,,-1.7,5.2,3.2,30286,725,24,3,12,6.8,268|308|1760,AMH|ANXA5|DMPK,0,0
1,-1.7,C0151744,M1,1,0,DisGeNET,35,Myocardial Ischemia,,-1.7,5,3.1,30286,756,24,3,12,6.8,268|308|2056,AMH|ANXA5|EPO,0,0
1,-1.7,C0027796,M1,1,0,DisGeNET,35,Neuralgia,,-1.7,4.9,3.1,30286,766,24,3,12,6.8,308|1666|2056,ANXA5|DECR1|EPO,0,0
1,-1.7,C0278996,M1,1,0,DisGeNET,35,Malignant Head and Neck Neoplasm,,-1.7,4.9,3.1,30286,767,24,3,12,6.8,2056|3741|5925,EPO|KCNA5|RB1,0,0
1,-1.7,C0017601,M1,1,0,DisGeNET,35,Glaucoma,,-1.7,4.9,3.1,30286,769,24,3,12,6.8,250|308|2056,ALPP|ANXA5|EPO,0,0
1,-1.6,C3887461,M1,1,0,DisGeNET,35,Head and Neck Carcinoma,,-1.6,4.8,3.1,30286,786,24,3,12,6.8,2056|3741|5925,EPO|KCNA5|RB1,0,0
