Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0026985,Myelodysplasia,,-3.4,21,7.6,30286,181,24,3,12,6.8,1666|2056|10456,DECR1|EPO|HAX1,-0.25,MyList
DisGeNET,35,C0020473,Hyperlipidemia,,-3.3,11,6,30286,472,24,4,17,7.6,250|1666|1738|2056,ALPP|DECR1|DLD|EPO,-0.17,MyList
DisGeNET,35,C0520679,"Sleep Apnea, Obstructive",,-3.3,11,5.9,30286,480,24,4,17,7.6,308|1666|2056|23531,ANXA5|DECR1|EPO|MMD,-0.16,MyList
DisGeNET,35,C0279550,Adult Rhabdomyosarcoma,,-3.2,9.9,5.7,30286,509,24,4,17,7.6,250|1760|2056|5925,ALPP|DMPK|EPO|RB1,-0.14,MyList
DisGeNET,35,C0024668,"Mammary Neoplasms, Experimental",,-3.2,17,6.8,30286,218,24,3,12,6.8,2056|3690|5925,EPO|ITGB3|RB1,-0.14,MyList
DisGeNET,35,C0858252,Breast adenocarcinoma,,-3.2,17,6.8,30286,219,24,3,12,6.8,308|3690|5925,ANXA5|ITGB3|RB1,-0.14,MyList
DisGeNET,35,C0577631,Carotid Atherosclerosis,,-3.2,17,6.8,30286,219,24,3,12,6.8,308|1666|3690,ANXA5|DECR1|ITGB3,-0.14,MyList
DisGeNET,35,C0220611,Childhood Rhabdomyosarcoma,,-3.2,9.8,5.7,30286,517,24,4,17,7.6,250|1760|2056|5925,ALPP|DMPK|EPO|RB1,-0.14,MyList
DisGeNET,35,C0040028,"Thrombocythemia, Essential",,-3.2,17,6.8,30286,220,24,3,12,6.8,308|2056|3690,ANXA5|EPO|ITGB3,-0.14,MyList
DisGeNET,35,C0018799,Heart Diseases,,-3.1,9.4,5.5,30286,537,24,4,17,7.6,308|1666|2056|7134,ANXA5|DECR1|EPO|TNNC1,-0.097,MyList
DisGeNET,35,C0007789,Cerebral Palsy,,-3.1,16,6.5,30286,241,24,3,12,6.8,250|2056|3690,ALPP|EPO|ITGB3,-0.074,MyList
DisGeNET,35,C0282193,Iron Overload,,-3.1,16,6.5,30286,241,24,3,12,6.8,250|1666|2056,ALPP|DECR1|EPO,-0.074,MyList
DisGeNET,35,C0003811,Cardiac Arrhythmia,,-3,9,5.4,30286,559,24,4,17,7.6,1666|1760|3741|23531,DECR1|DMPK|KCNA5|MMD,-0.074,MyList
DisGeNET,35,C0035412,Rhabdomyosarcoma,,-3,8.9,5.4,30286,565,24,4,17,7.6,250|1760|2056|5925,ALPP|DMPK|EPO|RB1,-0.07,MyList
Cell Type Signatures,7,M41697,TRAVAGLINI LUNG EREG DENDRITIC CELL,,-3,8.7,5.3,30286,579,24,4,17,7.6,308|3556|5925|9589,ANXA5|IL1RAP|RB1|WTAP,-0.05,MyList
DisGeNET,35,C0018939,Hematological Disease,,-3,15,6.3,30286,255,24,3,12,6.8,250|2056|10456,ALPP|EPO|HAX1,-0.05,MyList
DisGeNET,35,C4551687,Sarcoma of soft tissue,,-3,15,6.2,30286,258,24,3,12,6.8,308|3690|5925,ANXA5|ITGB3|RB1,-0.048,MyList
DisGeNET,35,C0747845,early pregnancy,,-2.9,14,6,30286,273,24,3,12,6.8,268|308|8404,AMH|ANXA5|SPARCL1,0,MyList
DisGeNET,35,C0004623,Bacterial Infections,,-2.9,8.2,5.1,30286,616,24,4,17,7.6,308|1666|2056|3556,ANXA5|DECR1|EPO|IL1RAP,0,MyList
DisGeNET,35,C0003130,Anoxia,,-2.8,13,5.8,30286,287,24,3,12,6.8,2056|3690|3741,EPO|ITGB3|KCNA5,0,MyList
Cell Type Signatures,7,M41679,TRAVAGLINI LUNG MESOTHELIAL CELL,,-2.8,7.8,4.9,30286,649,24,4,17,7.6,1666|3487|3556|23531,DECR1|IGFBP4|IL1RAP|MMD,0,MyList
DisGeNET,35,C0035126,Reperfusion Injury,,-2.8,13,5.7,30286,300,24,3,12,6.8,308|2056|3690,ANXA5|EPO|ITGB3,0,MyList
DisGeNET,35,C1378703,Renal carcinoma,,-2.8,7.6,4.8,30286,665,24,4,17,7.6,308|1666|1738|2056,ANXA5|DECR1|DLD|EPO,0,MyList
DisGeNET,35,C0020619,Hypogonadism,,-2.8,12,5.7,30286,304,24,3,12,6.8,250|268|1760,ALPP|AMH|DMPK,0,MyList
Cell Type Signatures,7,M39074,ZHONG PFC MAJOR TYPES ASTROCYTES,,-2.7,12,5.4,30286,325,24,3,12,6.8,308|3487|8404,ANXA5|IGFBP4|SPARCL1,0,MyList
DisGeNET,35,C0555198,Malignant Glioma,,-2.6,7,4.6,30286,724,24,4,17,7.6,2056|3690|5925|9589,EPO|ITGB3|RB1|WTAP,0,MyList
DisGeNET,35,C0002893,Refractory anemias,,-2.6,11,5.3,30286,340,24,3,12,6.8,250|2056|5925,ALPP|EPO|RB1,0,MyList
DisGeNET,35,C1318485,Liver regeneration disorder,,-2.6,11,5.2,30286,346,24,3,12,6.8,250|2056|5925,ALPP|EPO|RB1,0,MyList
DisGeNET,35,C0008626,Congenital chromosomal disease,,-2.6,6.7,4.4,30286,757,24,4,17,7.6,250|308|2056|5925,ALPP|ANXA5|EPO|RB1,0,MyList
Cell Type Signatures,7,M39176,MURARO PANCREAS ENDOTHELIAL CELL,,-2.5,10,5.1,30286,362,24,3,12,6.8,3487|5925|8404,IGFBP4|RB1|SPARCL1,0,MyList
Cell Type Signatures,7,M41711,FAN OVARY CL9 PUTATIVE APOPTOTIC ENDOTHELIAL CELL,,-2.5,10,5.1,30286,365,24,3,12,6.8,308|8404|9589,ANXA5|SPARCL1|WTAP,0,MyList
DisGeNET,35,C0079773,"Lymphoma, T-Cell, Cutaneous",,-2.5,10,5.1,30286,367,24,3,12,6.8,308|1666|5925,ANXA5|DECR1|RB1,0,MyList
DisGeNET,35,C1449563,"Cardiomyopathy, Familial Idiopathic",,-2.5,6.5,4.4,30286,772,24,4,17,7.6,1666|2056|5925|7134,DECR1|EPO|RB1|TNNC1,0,MyList
DisGeNET,35,C3203102,Idiopathic pulmonary arterial hypertension,,-2.5,6.5,4.4,30286,776,24,4,17,7.6,308|1666|3690|3741,ANXA5|DECR1|ITGB3|KCNA5,0,MyList
DisGeNET,35,C0035078,Kidney Failure,,-2.5,10,5,30286,378,24,3,12,6.8,250|1666|2056,ALPP|DECR1|EPO,0,MyList
DisGeNET,35,C1861172,Venous Thromboembolism,,-2.5,10,5,30286,378,24,3,12,6.8,308|2056|3690,ANXA5|EPO|ITGB3,0,MyList
DisGeNET,35,C0008479,Chondrosarcoma,,-2.5,9.8,4.9,30286,385,24,3,12,6.8,308|3690|5925,ANXA5|ITGB3|RB1,0,MyList
DisGeNET,35,C0149721,Left Ventricular Hypertrophy,,-2.4,9.4,4.8,30286,403,24,3,12,6.8,308|1666|2056,ANXA5|DECR1|EPO,0,MyList
DisGeNET,35,C4551683,Adrenal Gland Pheochromocytoma,,-2.4,9.1,4.7,30286,416,24,3,12,6.8,2056|5925|7141,EPO|RB1|TNP1,0,MyList
DisGeNET,35,C0812413,Malignant Pleural Mesothelioma,,-2.4,9,4.7,30286,421,24,3,12,6.8,250|1666|3487,ALPP|DECR1|IGFBP4,0,MyList
DisGeNET,35,C4552766,Miscarriage,,-2.3,8.9,4.6,30286,426,24,3,12,6.8,250|268|308,ALPP|AMH|ANXA5,0,MyList
DisGeNET,35,C0008497,Choriocarcinoma,,-2.3,8.8,4.6,30286,431,24,3,12,6.8,250|308|1738,ALPP|ANXA5|DLD,0,MyList
DisGeNET,35,C0948089,Acute Coronary Syndrome,,-2.3,8.6,4.5,30286,439,24,3,12,6.8,308|3487|3690,ANXA5|IGFBP4|ITGB3,0,MyList
DisGeNET,35,C2145472,Urothelial Carcinoma,,-2.3,8.5,4.5,30286,448,24,3,12,6.8,1666|8404|23531,DECR1|SPARCL1|MMD,0,MyList
DisGeNET,35,C4721532,"Lymphoma, Non-Hodgkin, Familial",,-2.2,8.2,4.4,30286,462,24,3,12,6.8,308|2056|5925,ANXA5|EPO|RB1,0,MyList
DisGeNET,35,C0024232,Lymphatic Metastasis,,-2.2,8.2,4.4,30286,463,24,3,12,6.8,308|7134|8404,ANXA5|TNNC1|SPARCL1,0,MyList
DisGeNET,35,C0242339,Dyslipidemias,,-2.2,8,4.3,30286,471,24,3,12,6.8,250|1666|2056,ALPP|DECR1|EPO,0,MyList
DisGeNET,35,C0038525,Subarachnoid Hemorrhage,,-2.2,7.6,4.2,30286,501,24,3,12,6.8,1666|2056|3690,DECR1|EPO|ITGB3,0,MyList
DisGeNET,35,C0004943,Behcet Syndrome,,-2.2,7.5,4.2,30286,502,24,3,12,6.8,268|308|3690,AMH|ANXA5|ITGB3,0,MyList
DisGeNET,35,C0025362,Mental Retardation,,-2.1,7.5,4.2,30286,504,24,3,12,6.8,268|1738|3556,AMH|DLD|IL1RAP,0,MyList
DisGeNET,35,C0021364,Male infertility,,-2.1,7.3,4.1,30286,516,24,3,12,6.8,268|308|7141,AMH|ANXA5|TNP1,0,MyList
DisGeNET,35,C0281361,Adenocarcinoma of pancreas,,-2.1,7.3,4.1,30286,518,24,3,12,6.8,250|2056|3556,ALPP|EPO|IL1RAP,0,MyList
DisGeNET,35,C0011853,"Diabetes Mellitus, Experimental",,-2.1,7.3,4.1,30286,522,24,3,12,6.8,2056|3690|3741,EPO|ITGB3|KCNA5,0,MyList
DisGeNET,35,C0238198,Gastrointestinal Stromal Tumors,,-2.1,7,4,30286,538,24,3,12,6.8,308|5925|8404,ANXA5|RB1|SPARCL1,0,MyList
DisGeNET,35,C0025500,Mesothelioma,,-2,6.8,3.9,30286,559,24,3,12,6.8,1738|2056|3690,DLD|EPO|ITGB3,0,MyList
DisGeNET,35,C0007194,Hypertrophic Cardiomyopathy,,-2,6.8,3.9,30286,559,24,3,12,6.8,1738|1760|7134,DLD|DMPK|TNNC1,0,MyList
DisGeNET,35,C0424605,Developmental delay (disorder),,-2,6.5,3.8,30286,584,24,3,12,6.8,5430|10456|23531,POLR2A|HAX1|MMD,0,MyList
DisGeNET,35,C0027708,Nephroblastoma,,-2,6.5,3.8,30286,586,24,3,12,6.8,268|308|5925,AMH|ANXA5|RB1,0,MyList
DisGeNET,35,C0007138,"Carcinoma, Transitional Cell",,-1.9,6.1,3.6,30286,622,24,3,12,6.8,1666|8404|23531,DECR1|SPARCL1|MMD,0,MyList
DisGeNET,35,C0026848,Myopathy,,-1.9,6,3.6,30286,633,24,3,12,6.8,308|1760|7134,ANXA5|DMPK|TNNC1,0,MyList
DisGeNET,35,C0025286,Meningioma,,-1.9,6,3.6,30286,634,24,3,12,6.8,2056|5430|5925,EPO|POLR2A|RB1,0,MyList
DisGeNET,35,C0011884,Diabetic Retinopathy,,-1.9,5.9,3.5,30286,644,24,3,12,6.8,1666|2056|3690,DECR1|EPO|ITGB3,0,MyList
DisGeNET,35,C1261502,Finding of Mean Corpuscular Hemoglobin,,-1.8,5.8,3.5,30286,653,24,3,12,6.8,5430|26065|53944,POLR2A|LSM14A|CSNK1G1,0,MyList
Cell Type Signatures,7,M39175,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-1.8,5.6,3.4,30286,680,24,3,12,6.8,308|3487|3690,ANXA5|IGFBP4|ITGB3,0,MyList
DisGeNET,35,C1328504,Hormone refractory prostate cancer,,-1.8,5.5,3.4,30286,683,24,3,12,6.8,2056|5430|5925,EPO|POLR2A|RB1,0,MyList
DisGeNET,35,C0024530,Malaria,,-1.8,5.5,3.4,30286,683,24,3,12,6.8,1666|2056|5794,DECR1|EPO|PTPRH,0,MyList
DisGeNET,35,C0002726,Amyloidosis,,-1.8,5.5,3.3,30286,694,24,3,12,6.8,308|1666|2056,ANXA5|DECR1|EPO,0,MyList
DisGeNET,35,C3714636,Pneumonitis,,-1.8,5.4,3.3,30286,696,24,3,12,6.8,308|1666|2056,ANXA5|DECR1|EPO,0,MyList
DisGeNET,35,C0024115,Lung diseases,,-1.8,5.4,3.3,30286,700,24,3,12,6.8,1666|1738|3487,DECR1|DLD|IGFBP4,0,MyList
DisGeNET,35,C0010417,Cryptorchidism,,-1.7,5.2,3.2,30286,725,24,3,12,6.8,268|308|1760,AMH|ANXA5|DMPK,0,MyList
Cell Type Signatures,7,M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-1.7,5.2,3.2,30286,726,24,3,12,6.8,308|3556|9589,ANXA5|IL1RAP|WTAP,0,MyList
DisGeNET,35,C0151744,Myocardial Ischemia,,-1.7,5,3.1,30286,756,24,3,12,6.8,268|308|2056,AMH|ANXA5|EPO,0,MyList
DisGeNET,35,C0027796,Neuralgia,,-1.7,4.9,3.1,30286,766,24,3,12,6.8,308|1666|2056,ANXA5|DECR1|EPO,0,MyList
DisGeNET,35,C0278996,Malignant Head and Neck Neoplasm,,-1.7,4.9,3.1,30286,767,24,3,12,6.8,2056|3741|5925,EPO|KCNA5|RB1,0,MyList
DisGeNET,35,C0017601,Glaucoma,,-1.7,4.9,3.1,30286,769,24,3,12,6.8,250|308|2056,ALPP|ANXA5|EPO,0,MyList
DisGeNET,35,C3887461,Head and Neck Carcinoma,,-1.6,4.8,3.1,30286,786,24,3,12,6.8,2056|3741|5925,EPO|KCNA5|RB1,0,MyList
Cell Type Signatures,7,M39050,MANNO MIDBRAIN NEUROTYPES HPERIC,,-1.6,4.8,3,30286,795,24,3,12,6.8,308|3487|8404,ANXA5|IGFBP4|SPARCL1,0,MyList
