Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0022821,Kyphosis deformity of spine,,-4.1,17,7.9,30293,305,23,4,17,7.9,1401|4841|5111|6638,CRP|NONO|PCNA|SNRPN,-0.87,MyList
DisGeNET,35,C0020459,Hyperinsulinism,,-4.1,11,6.7,30293,620,23,5,22,8.6,1401|4490|4638|5111|6638,CRP|MT1B|MYLK|PCNA|SNRPN,-0.84,MyList
DisGeNET,35,C1145670,Respiratory Failure,,-4,17,7.7,30293,319,23,4,17,7.9,1401|1410|6638|7284,CRP|CRYAB|SNRPN|TUFM,-0.84,MyList
DisGeNET,35,C0033300,Progeria,,-4,33,9.7,30293,118,23,3,13,7,1401|5549|5831,CRP|PRELP|PYCR1,-0.84,MyList
DisGeNET,35,C0034067,Pulmonary Emphysema,,-3.9,15,7.3,30293,352,23,4,17,7.9,1401|2091|5111|5270,CRP|FBL|PCNA|SERPINE2,-0.72,MyList
DisGeNET,35,C0339573,"Glaucoma, Primary Open Angle",,-3.7,14,6.9,30293,383,23,4,17,7.9,1410|4490|4494|4495,CRYAB|MT1B|MT1F|MT1G,-0.61,MyList
DisGeNET,35,C0037315,Sleep Apnea Syndromes,,-3.7,27,8.6,30293,148,23,3,13,7,1401|1675|6638,CRP|CFD|SNRPN,-0.61,MyList
DisGeNET,35,C0271084,Exudative age-related macular degeneration,,-3.6,25,8.3,30293,158,23,3,13,7,1285|1401|1410,COL4A3|CRP|CRYAB,-0.55,MyList
DisGeNET,35,C0017601,Glaucoma,,-3.6,8.6,5.9,30293,769,23,5,22,8.6,1410|4490|4494|4495|4638,CRYAB|MT1B|MT1F|MT1G|MYLK,-0.55,MyList
DisGeNET,35,C1134719,Invasive Ductal Breast Carcinoma,,-3.6,13,6.6,30293,414,23,4,17,7.9,2091|4494|4638|5111,FBL|MT1F|MYLK|PCNA,-0.55,MyList
DisGeNET,35,C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,,-3.6,24,8.2,30293,164,23,3,13,7,4490|4494|4495,MT1B|MT1F|MT1G,-0.55,MyList
DisGeNET,35,C2267233,Neonatal Hypotonia,,-3.6,23,8,30293,169,23,3,13,7,4841|6638|7284,NONO|SNRPN|TUFM,-0.53,MyList
DisGeNET,35,C0206624,Hepatoblastoma,,-3.5,12,6.3,30293,452,23,4,17,7.9,4490|4494|4495|5111,MT1B|MT1F|MT1G|PCNA,-0.45,MyList
DisGeNET,35,C0595989,Carcinoma of larynx,,-3.4,12,6.3,30293,456,23,4,17,7.9,1410|4490|4494|4495,CRYAB|MT1B|MT1F|MT1G,-0.45,MyList
DisGeNET,35,C1858085,Malar flattening,,-3.4,21,7.5,30293,190,23,3,13,7,3040|4841|5831,HBA2|NONO|PYCR1,-0.42,MyList
DisGeNET,35,C0275518,Acute infectious disease,,-3.4,20,7.4,30293,198,23,3,13,7,759|1401|5270,CA1|CRP|SERPINE2,-0.38,MyList
DisGeNET,35,C0151468,Thyroid Gland Follicular Adenoma,,-3.3,20,7.3,30293,202,23,3,13,7,4495|5111|8857,MT1G|PCNA|FCGBP,-0.37,MyList
DisGeNET,35,C0030552,Paresis,,-3.2,18,7,30293,216,23,3,13,7,1401|1410|6638,CRP|CRYAB|SNRPN,-0.3,MyList
DisGeNET,35,C1306837,Papillary Renal Cell Carcinoma,,-3.2,18,6.9,30293,223,23,3,13,7,1410|4841|5831,CRYAB|NONO|PYCR1,-0.27,MyList
DisGeNET,35,C0040128,Thyroid Diseases,,-3.2,17,6.8,30293,230,23,3,13,7,4490|4494|4495,MT1B|MT1F|MT1G,-0.25,MyList
DisGeNET,35,C0010200,Coughing,,-3.1,17,6.7,30293,235,23,3,13,7,1401|1675|6638,CRP|CFD|SNRPN,-0.24,MyList
DisGeNET,35,C2347748,Adult Erythroleukemia,,-3.1,17,6.7,30293,236,23,3,13,7,3040|4841|5111,HBA2|NONO|PCNA,-0.24,MyList
DisGeNET,35,C4520840,Erythroleukemia (Erythroid/Myeloid),,-3.1,17,6.7,30293,237,23,3,13,7,3040|4841|5111,HBA2|NONO|PCNA,-0.24,MyList
DisGeNET,35,C3489532,Cone-Rod Dystrophy 2,,-3,16,6.4,30293,253,23,3,13,7,1401|4490|6638,CRP|MT1B|SNRPN,-0.18,MyList
DisGeNET,35,C0018213,Graves Disease,,-3,9,5.4,30293,585,23,4,17,7.9,4490|4494|4495|5111,MT1B|MT1F|MT1G|PCNA,-0.18,MyList
DisGeNET,35,C0020534,Orbital separation excessive,,-3,8.9,5.4,30293,590,23,4,17,7.9,3040|4638|4841|5831,HBA2|MYLK|NONO|PYCR1,-0.17,MyList
DisGeNET,35,C0271650,Impaired glucose tolerance,,-3,8.8,5.3,30293,596,23,4,17,7.9,1401|3040|4638|4841,CRP|HBA2|MYLK|NONO,-0.17,MyList
DisGeNET,35,C0016202,Flatfoot,,-2.9,14,6,30293,285,23,3,13,7,4638|4841|5831,MYLK|NONO|PYCR1,-0.064,MyList
DisGeNET,35,C0023440,Acute Erythroblastic Leukemia,,-2.8,13,5.8,30293,302,23,3,13,7,3040|4841|5111,HBA2|NONO|PCNA,-0.0013,MyList
DisGeNET,35,C0242383,Age related macular degeneration,,-2.8,7.7,4.9,30293,685,23,4,17,7.9,1285|1401|1410|1675,COL4A3|CRP|CRYAB|CFD,0,MyList
DisGeNET,35,C0221354,Frontal bossing,,-2.7,12,5.6,30293,321,23,3,13,7,3040|4841|5831,HBA2|NONO|PYCR1,0,MyList
DisGeNET,35,C0010417,Cryptorchidism,,-2.7,7.3,4.7,30293,725,23,4,17,7.9,3040|4638|5831|6638,HBA2|MYLK|PYCR1|SNRPN,0,MyList
DisGeNET,35,C0220641,Lip and Oral Cavity Carcinoma,,-2.7,7.2,4.7,30293,734,23,4,17,7.9,1285|1401|1410|5111,COL4A3|CRP|CRYAB|PCNA,0,MyList
DisGeNET,35,C0026106,Mild Mental Retardation,,-2.7,12,5.4,30293,340,23,3,13,7,4841|5831|51663,NONO|PYCR1|ZFR,0,MyList
DisGeNET,35,C0007787,Transient Ischemic Attack,,-2.7,11,5.4,30293,344,23,3,13,7,1401|4638|5111,CRP|MYLK|PCNA,0,MyList
DisGeNET,35,C0007107,Malignant neoplasm of larynx,,-2.6,11,5.3,30293,349,23,3,13,7,4490|4494|4495,MT1B|MT1F|MT1G,0,MyList
DisGeNET,35,C0153381,Malignant neoplasm of mouth,,-2.6,7,4.6,30293,756,23,4,17,7.9,1285|1401|1410|5111,COL4A3|CRP|CRYAB|PCNA,0,MyList
DisGeNET,35,C1704272,Benign Prostatic Hyperplasia,,-2.6,6.8,4.5,30293,770,23,4,17,7.9,1401|1675|5111|5831,CRP|CFD|PCNA|PYCR1,0,MyList
DisGeNET,35,C0349204,Nonorganic psychosis,,-2.6,11,5.1,30293,376,23,3,13,7,1401|3040|5831,CRP|HBA2|PYCR1,0,MyList
DisGeNET,35,C0011168,Deglutition Disorders,,-2.5,10,5,30293,389,23,3,13,7,1401|1410|5111,CRP|CRYAB|PCNA,0,MyList
DisGeNET,35,C0423110,Downward slant of palpebral fissure,,-2.5,10,5,30293,391,23,3,13,7,3040|4841|5831,HBA2|NONO|PYCR1,0,MyList
DisGeNET,35,C1290884,Inflammatory disorder,,-2.5,10,5,30293,391,23,3,13,7,1401|4638|5549,CRP|MYLK|PRELP,0,MyList
DisGeNET,35,C0151517,Complete atrioventricular block,,-2.5,9.8,4.9,30293,403,23,3,13,7,1401|2091|4495,CRP|FBL|MT1G,0,MyList
DisGeNET,35,C0149721,Left Ventricular Hypertrophy,,-2.5,9.8,4.9,30293,403,23,3,13,7,1285|1401|4841,COL4A3|CRP|NONO,0,MyList
DisGeNET,35,C0338106,Adenocarcinoma of colon,,-2.5,9.7,4.9,30293,406,23,3,13,7,1401|4841|5111,CRP|NONO|PCNA,0,MyList
DisGeNET,35,C0023267,Fibroid Tumor,,-2.4,9.6,4.8,30293,413,23,3,13,7,4638|5111|6638,MYLK|PCNA|SNRPN,0,MyList
DisGeNET,35,C0162429,Malnutrition,,-2.4,9.5,4.8,30293,417,23,3,13,7,1401|2091|5270,CRP|FBL|SERPINE2,0,MyList
DisGeNET,35,C0812413,Malignant Pleural Mesothelioma,,-2.4,9.4,4.8,30293,421,23,3,13,7,4490|4494|4495,MT1B|MT1F|MT1G,0,MyList
DisGeNET,35,C4552766,Miscarriage,,-2.4,9.3,4.7,30293,426,23,3,13,7,759|3040|6638,CA1|HBA2|SNRPN,0,MyList
DisGeNET,35,C0343641,Human papilloma virus infection,,-2.4,9.2,4.7,30293,428,23,3,13,7,1401|5111|8857,CRP|PCNA|FCGBP,0,MyList
DisGeNET,35,C0035222,"Respiratory Distress Syndrome, Adult",,-2.4,9.1,4.7,30293,434,23,3,13,7,1401|1675|4638,CRP|CFD|MYLK,0,MyList
DisGeNET,35,C3241937,Nonalcoholic Steatohepatitis,,-2.4,9.1,4.7,30293,434,23,3,13,7,1401|2091|4490,CRP|FBL|MT1B,0,MyList
DisGeNET,35,C0017168,Gastroesophageal reflux disease,,-2.3,8.9,4.6,30293,446,23,3,13,7,759|4841|5831,CA1|NONO|PYCR1,0,MyList
DisGeNET,35,C0024232,Lymphatic Metastasis,,-2.3,8.5,4.5,30293,463,23,3,13,7,1285|1410|5111,COL4A3|CRYAB|PCNA,0,MyList
DisGeNET,35,C4721414,Mantle cell lymphoma,,-2.3,8.5,4.5,30293,466,23,3,13,7,1401|5111|5549,CRP|PCNA|PRELP,0,MyList
DisGeNET,35,C0242339,Dyslipidemias,,-2.3,8.4,4.5,30293,471,23,3,13,7,1401|4490|4638,CRP|MT1B|MYLK,0,MyList
DisGeNET,35,C0020473,Hyperlipidemia,,-2.3,8.4,4.4,30293,472,23,3,13,7,1401|4490|4638,CRP|MT1B|MYLK,0,MyList
DisGeNET,35,C0020255,Hydrocephalus,,-2.3,8.4,4.4,30293,473,23,3,13,7,1401|3040|5831,CRP|HBA2|PYCR1,0,MyList
DisGeNET,35,C0235782,Gallbladder Carcinoma,,-2.2,7.9,4.3,30293,498,23,3,13,7,1401|4841|5111,CRP|NONO|PCNA,0,MyList
DisGeNET,35,C0013274,Patent ductus arteriosus,,-2.2,7.7,4.2,30293,510,23,3,13,7,1401|4638|4841,CRP|MYLK|NONO,0,MyList
DisGeNET,35,C0007193,"Cardiomyopathy, Dilated",,-2.2,7.7,4.2,30293,511,23,3,13,7,1410|4638|7284,CRYAB|MYLK|TUFM,0,MyList
DisGeNET,35,C0553580,Ewings sarcoma,,-2.2,7.6,4.2,30293,517,23,3,13,7,1401|5111|6638,CRP|PCNA|SNRPN,0,MyList
DisGeNET,35,C0024131,Lupus Vulgaris,,-2.1,7.5,4.2,30293,526,23,3,13,7,1401|5111|6626,CRP|PCNA|SNRPA,0,MyList
DisGeNET,35,C0151786,Muscle Weakness,,-2.1,7.4,4.1,30293,536,23,3,13,7,1401|1410|6638,CRP|CRYAB|SNRPN,0,MyList
DisGeNET,35,C0018799,Heart Diseases,,-2.1,7.4,4.1,30293,537,23,3,13,7,1401|1410|4638,CRP|CRYAB|MYLK,0,MyList
DisGeNET,35,C0024138,"Lupus Erythematosus, Discoid",,-2.1,7.2,4,30293,552,23,3,13,7,1401|5111|6626,CRP|PCNA|SNRPA,0,MyList
DisGeNET,35,C0409974,Lupus Erythematosus,,-2.1,7.1,4,30293,558,23,3,13,7,1401|5111|6626,CRP|PCNA|SNRPA,0,MyList
DisGeNET,35,C0007194,Hypertrophic Cardiomyopathy,,-2.1,7.1,4,30293,559,23,3,13,7,1401|1410|4638,CRP|CRYAB|MYLK,0,MyList
DisGeNET,35,C0454644,Delayed speech and language development,,-2.1,7.1,4,30293,560,23,3,13,7,4841|5831|6638,NONO|PYCR1|SNRPN,0,MyList
DisGeNET,35,C0033975,Psychotic Disorders,,-2.1,7.1,4,30293,560,23,3,13,7,1401|3040|5831,CRP|HBA2|PYCR1,0,MyList
DisGeNET,35,C0042133,Uterine Fibroids,,-2.1,6.9,3.9,30293,569,23,3,13,7,4638|5111|6638,MYLK|PCNA|SNRPN,0,MyList
DisGeNET,35,C0162871,"Aortic Aneurysm, Abdominal",,-2,6.8,3.9,30293,585,23,3,13,7,1401|4638|4841,CRP|MYLK|NONO,0,MyList
DisGeNET,35,C0027708,Nephroblastoma,,-2,6.7,3.9,30293,586,23,3,13,7,1401|4841|5111,CRP|NONO|PCNA,0,MyList
