_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.4,C4552766,M1,1,0,DisGeNET,35,Miscarriage,,-2.4,9.3,4.7,30293,426,23,3,13,7,759|3040|6638,CA1|HBA2|SNRPN,0,0
1,-2.4,C0343641,M1,1,0,DisGeNET,35,Human papilloma virus infection,,-2.4,9.2,4.7,30293,428,23,3,13,7,1401|5111|8857,CRP|PCNA|FCGBP,0,0
1,-2.4,C0035222,M1,1,0,DisGeNET,35,"Respiratory Distress Syndrome, Adult",,-2.4,9.1,4.7,30293,434,23,3,13,7,1401|1675|4638,CRP|CFD|MYLK,0,0
1,-2.4,C3241937,M1,1,0,DisGeNET,35,Nonalcoholic Steatohepatitis,,-2.4,9.1,4.7,30293,434,23,3,13,7,1401|2091|4490,CRP|FBL|MT1B,0,0
1,-2.3,C0017168,M1,1,0,DisGeNET,35,Gastroesophageal reflux disease,,-2.3,8.9,4.6,30293,446,23,3,13,7,759|4841|5831,CA1|NONO|PYCR1,0,0
1,-2.3,C0024232,M1,1,0,DisGeNET,35,Lymphatic Metastasis,,-2.3,8.5,4.5,30293,463,23,3,13,7,1285|1410|5111,COL4A3|CRYAB|PCNA,0,0
1,-2.3,C4721414,M1,1,0,DisGeNET,35,Mantle cell lymphoma,,-2.3,8.5,4.5,30293,466,23,3,13,7,1401|5111|5549,CRP|PCNA|PRELP,0,0
1,-2.3,C0242339,M1,1,0,DisGeNET,35,Dyslipidemias,,-2.3,8.4,4.5,30293,471,23,3,13,7,1401|4490|4638,CRP|MT1B|MYLK,0,0
1,-2.3,C0020473,M1,1,0,DisGeNET,35,Hyperlipidemia,,-2.3,8.4,4.4,30293,472,23,3,13,7,1401|4490|4638,CRP|MT1B|MYLK,0,0
1,-2.3,C0020255,M1,1,0,DisGeNET,35,Hydrocephalus,,-2.3,8.4,4.4,30293,473,23,3,13,7,1401|3040|5831,CRP|HBA2|PYCR1,0,0
1,-2.2,C0235782,M1,1,0,DisGeNET,35,Gallbladder Carcinoma,,-2.2,7.9,4.3,30293,498,23,3,13,7,1401|4841|5111,CRP|NONO|PCNA,0,0
1,-2.2,C0013274,M1,1,0,DisGeNET,35,Patent ductus arteriosus,,-2.2,7.7,4.2,30293,510,23,3,13,7,1401|4638|4841,CRP|MYLK|NONO,0,0
1,-2.2,C0007193,M1,1,0,DisGeNET,35,"Cardiomyopathy, Dilated",,-2.2,7.7,4.2,30293,511,23,3,13,7,1410|4638|7284,CRYAB|MYLK|TUFM,0,0
1,-2.2,C0553580,M1,1,0,DisGeNET,35,Ewings sarcoma,,-2.2,7.6,4.2,30293,517,23,3,13,7,1401|5111|6638,CRP|PCNA|SNRPN,0,0
1,-2.1,C0024131,M1,1,0,DisGeNET,35,Lupus Vulgaris,,-2.1,7.5,4.2,30293,526,23,3,13,7,1401|5111|6626,CRP|PCNA|SNRPA,0,0
1,-2.1,C0151786,M1,1,0,DisGeNET,35,Muscle Weakness,,-2.1,7.4,4.1,30293,536,23,3,13,7,1401|1410|6638,CRP|CRYAB|SNRPN,0,0
1,-2.1,C0018799,M1,1,0,DisGeNET,35,Heart Diseases,,-2.1,7.4,4.1,30293,537,23,3,13,7,1401|1410|4638,CRP|CRYAB|MYLK,0,0
1,-2.1,C0024138,M1,1,0,DisGeNET,35,"Lupus Erythematosus, Discoid",,-2.1,7.2,4,30293,552,23,3,13,7,1401|5111|6626,CRP|PCNA|SNRPA,0,0
1,-2.1,C0409974,M1,1,0,DisGeNET,35,Lupus Erythematosus,,-2.1,7.1,4,30293,558,23,3,13,7,1401|5111|6626,CRP|PCNA|SNRPA,0,0
1,-2.1,C0007194,M1,1,0,DisGeNET,35,Hypertrophic Cardiomyopathy,,-2.1,7.1,4,30293,559,23,3,13,7,1401|1410|4638,CRP|CRYAB|MYLK,0,0
1,-2.1,C0033975,M1,1,0,DisGeNET,35,Psychotic Disorders,,-2.1,7.1,4,30293,560,23,3,13,7,1401|3040|5831,CRP|HBA2|PYCR1,0,0
1,-2.1,C0454644,M1,1,0,DisGeNET,35,Delayed speech and language development,,-2.1,7.1,4,30293,560,23,3,13,7,4841|5831|6638,NONO|PYCR1|SNRPN,0,0
1,-2.1,C0042133,M1,1,0,DisGeNET,35,Uterine Fibroids,,-2.1,6.9,3.9,30293,569,23,3,13,7,4638|5111|6638,MYLK|PCNA|SNRPN,0,0
1,-2,C0162871,M1,1,0,DisGeNET,35,"Aortic Aneurysm, Abdominal",,-2,6.8,3.9,30293,585,23,3,13,7,1401|4638|4841,CRP|MYLK|NONO,0,0
1,-2,C0027708,M1,1,0,DisGeNET,35,Nephroblastoma,,-2,6.7,3.9,30293,586,23,3,13,7,1401|4841|5111,CRP|NONO|PCNA,0,0
