0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362
AL080059,NM_020132,Contig34634_RC,NM_013438,NM_019606,AF052087,NM_007292,NM_001787,Contig42746_RC,M93056,Contig25055_RC,Contig49670_RC,AF052162,NM_002019,NM_002896,NM_000751,NM_015681,NM_003674,NM_016486,NM_016433,AL137584,NM_016456,NM_016451,NM_016448,AL049443,AB037863,NM_016505,NM_014952,NM_006943,NM_016361,Contig27645_RC,Contig45024_RC,Contig28489_RC,Contig54974_RC,NM_018153,Contig54860_RC,Contig29396_RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL080059,NM_013438,AF052087,Contig49670_RC,NM_002896,NM_016361,Contig28489_RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL080059,NM_020132,Contig34634_RC,NM_013438,AF052087,NM_007292,NM_001787,M93056,Contig25055_RC,Contig49670_RC,AF052162,NM_002019,NM_002896,NM_000751,NM_015681,NM_003674,AL137584,NM_016456,NM_016451,NM_016505,NM_014952,NM_006943,NM_016361,Contig45024_RC,Contig28489_RC,Contig54974_RC,Contig54860_RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL080059,NM_020132,Contig34634_RC,NM_013438,AF052087,NM_007292,NM_001787,M93056,Contig25055_RC,Contig49670_RC,AF052162,NM_002019,NM_002896,NM_000751,NM_015681,NM_003674,AL137584,NM_016451,NM_016505,NM_006943,NM_016361,Contig45024_RC,Contig28489_RC,Contig54860_RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL080059,NM_020132,Contig34634_RC,NM_013438,NM_019606,AF052087,NM_007292,Contig53517_RC,NM_001787,Contig42746_RC,M93056,Contig25055_RC,Contig49670_RC,AF052162,NM_002019,NM_002896,NM_000751,NM_015681,NM_003674,NM_016486,NM_016433,AL137584,NM_016456,NM_016451,NM_016448,AL049443,AB037863,NM_016505,NM_014952,NM_006942,NM_006943,NM_016361,Contig27645_RC,Contig45024_RC,Contig28489_RC,Contig54974_RC,NM_018153,Contig54860_RC,Contig29396_RC,NM_015871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL080059,NM_013438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL080059,NM_020132,Contig34634_RC,NM_013438,AF052087,NM_007292,NM_001787,M93056,Contig25055_RC,Contig49670_RC,AF052162,NM_002019,NM_002896,NM_000751,NM_015681,NM_003674,AL137584,NM_016456,NM_016451,NM_016505,NM_014952,NM_006943,NM_016361,Contig45024_RC,Contig28489_RC,Contig54974_RC,Contig54860_RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL080059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM_004433,AB033043,AL080059,NM_020132,AF148505,Contig34634_RC,NM_013438,NM_019606,AF052087,Contig31312_RC,NM_017548,Contig21436_RC,AK002177,NM_020974,NM_007292,NM_003239,NM_005744,Contig53517_RC,NM_001787,Contig42746_RC,M93056,NM_000918,NM_000026,AF073519,NM_007355,Contig25055_RC,Contig52554_RC,Contig26811,Contig51517_RC,Contig49670_RC,AF052162,Contig41613_RC,NM_016194,U90911,NM_002019,NM_002896,NM_000751,NM_015681,NM_003674,Contig24252_RC,AF160213,Contig53741_RC,Contig32300,NM_016489,Contig57715,Contig39276_RC,Contig53132_RC,NM_016487,NM_016486,Contig49473_RC,NM_016481,Contig65723,AK002141,Contig2883_RC,Contig36238_RC,Contig45730_RC,D63480,Contig16223_RC,NM_016429,AB037776,AL137597,NM_016424,NM_016434,NM_016433,NM_015702,AB037779,M15178,Contig6533_RC,AL137584,NM_016410,AB037758,Contig436,NM_016417,Z14093,NM_016456,Contig41035,Contig4825_RC,NM_016468,Contig59144,NM_016451,NM_015721,Contig50850_RC,NM_016441,NM_015710,NM_016444,AB037797,Contig44890_RC,NM_016448,NM_015719,AL049443,AB037825,Contig2544,AL137638,AB037802,Contig2728_RC,Contig61478_RC,AL049470,AB037856,Contig46062_RC,AF005487,AB037863,Contig51660_RC,NM_016516,NM_016513,Contig42777_RC,Contig54690_RC,Contig38652_RC,Contig21190_RC,AB037847,AL137665,AL137663,NM_016507,NM_016505,Contig54188_RC,AK002197,AK000745,U43431,AK000763,AK000762,Contig56739_RC,Contig1896_RC,AK000717,AK002173,AK001442,AK000724,AI361680_RC,Contig46443_RC,Contig1295_RC,Contig39153_RC,AK001499,Contig543_RC,Contig51174_RC,AL137612,Contig27718_RC,Contig48004_RC,AL137618,Contig53709_RC,Contig52137_RC,Contig45456_RC,AB037756,NM_015677,NM_014944,NM_006930,NM_006936,NM_014952,NM_014951,NM_015680,NM_006931,NM_006925,NM_016397,NM_014931,NM_014941,NM_015670,NM_016398,Contig44192_RC,Contig42734_RC,AK002036,Contig55360_RC,NM_006942,NM_014964,NM_014963,NM_006943,NM_014962,Contig3164_RC,NM_006947,Contig48913_RC,Contig39330_RC,NM_016358,NM_016359,NM_015629,NM_014909,NM_014907,NM_016361,NM_014900,AB028949,AB011542,NM_016337,NM_016333,Contig51732_RC,NM_006908,NM_014920,AB028986,AB028985,Contig40298_RC,AB028978,NM_016371,NM_015642,NM_014912,AB028976,NM_016373,AL049335,Contig58235_RC,AB037716,Contig55814_RC,Contig57272_RC,AB037723,Contig9813_RC,AL137517,AL137514,AL049325,S80864,AF119665,M65292,NM_016406,AB037749,AB037748,Contig57264_RC,Contig49685_RC,AB037732,M30448,AL137566,Contig27645_RC,Contig42468_RC,AK002085,Contig819_RC,Contig45633_RC,Contig45024_RC,Contig28489_RC,Contig46362_RC,Contig12750_RC,Contig57044_RC,AF151638,NM_006999,AK000617,NM_006992,Contig31185_RC,Contig29_RC,Contig17333_RC,AL137506,AL137502,AK000660,Contig111_RC,Contig54974_RC,Contig33621_RC,D29958,Contig31320_RC,Contig55094_RC,Contig23158_RC,NM_016520,Contig55954_RC,Contig40785_RC,AF161382,AK001630,Contig56909_RC,NM_015995,NM_015991,AF161355,Contig41748_RC,Contig54624_RC,Contig52924_RC,AK001638,Contig713_RC,Contig49512_RC,D13540,Contig37966_RC,AK000967,AF119904,AK000959,Contig17350_RC,Contig20137_RC,AF063725,Contig43333_RC,Contig4380_RC,Contig31186_RC,AK000926,AK000939,Contig51953_RC,AK000933,Contig50129_RC,NM_016655,NM_016652,X52486,NM_015932,X03084,Contig41413_RC,NM_018098,NM_015909,NM_016649,NM_015919,NM_016645,NM_015913,NM_016641,NM_015972,Contig27184_RC,NM_015984,Contig42719_RC,NM_015953,NM_015950,NM_015947,NM_015945,NM_015941,NM_015955,NM_015966,NM_015965,NM_015963,NM_015961,Contig40434_RC,NM_018162,AB020663,NM_018169,Contig10670_RC,NM_000031,NM_018153,NM_018158,NM_017426,NM_017423,NM_000037,NM_017456,Contig340_RC,NM_018180,NM_017450,Contig39285_RC,AB020689,Contig55700_RC,NM_017459,NM_017458,M15465,NM_017443,NM_018170,NM_000056,Contig1812_RC,NM_000061,Contig44516_RC,NM_018179,AB020671,Contig54860_RC,AF020919,NM_018102,NM_018103,Contig51687_RC,Contig35649_RC,U18937,NM_018104,NM_018105,AF135960,AF056490,Contig43083_RC,Z23022,Contig45511_RC,Contig46097_RC,AK000993,U27655,AB020635,NM_000021,NM_018142,NM_018120,NM_018127,NM_018121,Contig51078_RC,AB020626,NM_000017,Contig31055_RC,Contig22307_RC,NM_015905,NM_015890,Contig29396_RC,NM_015878,AK002202,Contig28066_RC,NM_015871,Contig31980_RC,AF152502,U92980
AB033043,AL080059,NM_020132,AF148505,Contig34634_RC,NM_013438,NM_019606,AF052087,Contig21436_RC,AK002177,NM_020974,NM_007292,NM_003239,NM_005744,Contig53517_RC,NM_001787,Contig42746_RC,M93056,NM_000026,AF073519,NM_007355,Contig25055_RC,Contig52554_RC,Contig26811,Contig51517_RC,Contig49670_RC,AF052162,Contig41613_RC,NM_016194,U90911,NM_002019,NM_002896,NM_000751,NM_015681,NM_003674,Contig24252_RC,AF160213,Contig53741_RC,Contig32300,NM_016489,Contig39276_RC,Contig53132_RC,NM_016487,NM_016486,Contig49473_RC,NM_016481,Contig65723,AK002141,Contig36238_RC,D63480,AL137597,NM_016424,NM_016433,AL137584,Contig436,NM_016417,Z14093,NM_016456,Contig41035,Contig4825_RC,NM_016451,NM_015721,Contig50850_RC,NM_016441,NM_015710,NM_016444,Contig44890_RC,NM_016448,NM_015719,AL049443,AB037825,Contig2544,AB037856,Contig46062_RC,AF005487,AB037863,Contig51660_RC,NM_016513,Contig42777_RC,Contig54690_RC,Contig38652_RC,Contig21190_RC,AL137665,AL137663,NM_016505,AK002197,AK000745,U43431,AK000762,Contig56739_RC,Contig1896_RC,AK000717,AK002173,AK000724,Contig46443_RC,Contig1295_RC,Contig39153_RC,Contig543_RC,Contig51174_RC,AL137612,AL137618,Contig53709_RC,Contig45456_RC,AB037756,NM_015677,NM_006936,NM_014952,NM_014951,NM_015680,NM_006931,NM_006925,NM_016397,NM_014941,Contig42734_RC,NM_006942,NM_014964,NM_014963,NM_006943,NM_006947,Contig39330_RC,NM_016358,NM_016359,NM_014907,NM_016361,NM_014900,AB011542,NM_016333,NM_006908,AB028986,AB028985,AB028978,NM_015642,NM_014912,NM_016373,Contig58235_RC,AB037716,Contig55814_RC,Contig57272_RC,Contig9813_RC,AL137514,AL049325,AF119665,M65292,AB037749,Contig57264_RC,Contig49685_RC,AB037732,AL137566,Contig27645_RC,Contig42468_RC,Contig45633_RC,Contig45024_RC,Contig28489_RC,Contig46362_RC,Contig57044_RC,NM_006999,AK000617,NM_006992,Contig29_RC,Contig17333_RC,AL137506,Contig111_RC,Contig54974_RC,D29958,Contig55094_RC,Contig23158_RC,Contig40785_RC,AF161382,AK001630,Contig56909_RC,NM_015995,NM_015991,AF161355,Contig41748_RC,Contig713_RC,D13540,Contig37966_RC,AK000967,AF119904,AK000959,Contig43333_RC,Contig4380_RC,Contig31186_RC,AK000926,AK000933,Contig50129_RC,NM_016652,NM_015932,NM_016649,NM_015913,NM_016641,NM_015984,Contig42719_RC,NM_015953,NM_015950,NM_015947,NM_015955,NM_015966,NM_015965,NM_015963,Contig40434_RC,NM_018162,Contig10670_RC,NM_000031,NM_018153,NM_018158,NM_017456,Contig340_RC,NM_018180,NM_017450,NM_017443,NM_018170,NM_000056,Contig1812_RC,NM_000061,Contig44516_RC,NM_018179,AB020671,Contig54860_RC,AF020919,NM_018103,Contig51687_RC,NM_018104,AF135960,AF056490,Z23022,Contig45511_RC,Contig46097_RC,U27655,AB020635,NM_000021,NM_018127,NM_018121,Contig51078_RC,AB020626,NM_000017,Contig31055_RC,Contig29396_RC,NM_015878,AK002202,Contig28066_RC,NM_015871,Contig31980_RC,AF152502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
