_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.5,C2347761,M1,1,0,DisGeNET,35,Childhood Myelodysplastic Syndrome,,-2.5,10,5.1,30286,335,26,3,12,6.3,2030|3418|11010,SLC29A1|IDH2|GLIPR1,0,0
1,-2.4,C0003504,M1,1,0,DisGeNET,35,Aortic Valve Insufficiency,,-2.4,9.3,4.7,30286,377,26,3,12,6.3,916|2030|3418,CD3E|SLC29A1|IDH2,0,0
1,-2.4,C0035078,M1,1,0,DisGeNET,35,Kidney Failure,,-2.4,9.2,4.7,30286,378,26,3,12,6.3,3418|4502|5973,IDH2|MT2A|RENBP,0,0
1,-2.4,C0027947,M1,1,0,DisGeNET,35,Neutropenia,,-2.4,9,4.6,30286,389,26,3,12,6.3,2030|9837|10443,SLC29A1|GINS1|N4BP2L2,0,0
1,-2.2,C0542476,M1,1,0,DisGeNET,35,Forgetful,,-2.2,8.1,4.4,30286,429,26,3,12,6.3,2030|5610|9446,SLC29A1|EIF2AK2|GSTO1,0,0
1,-2.2,C0085580,M1,1,0,DisGeNET,35,Essential Hypertension,,-2.2,7.9,4.3,30286,445,26,3,12,6.3,4522|5973|9446,MTHFD1|RENBP|GSTO1,0,0
1,-2.2,C2145472,M1,1,0,DisGeNET,35,Urothelial Carcinoma,,-2.2,7.8,4.3,30286,448,26,3,12,6.3,2014|3418|9446,EMP3|IDH2|GSTO1,0,0
1,-2.1,C0032927,M1,1,0,DisGeNET,35,Precancerous Conditions,,-2.1,7.4,4.1,30286,471,26,3,12,6.3,3418|4605|9446,IDH2|MYBL2|GSTO1,0,0
1,-2.1,C0242339,M1,1,0,DisGeNET,35,Dyslipidemias,,-2.1,7.4,4.1,30286,471,26,3,12,6.3,3418|5973|11120,IDH2|RENBP|BTN2A1,0,0
1,-2,C0023493,M1,1,0,DisGeNET,35,Adult T-Cell Lymphoma/Leukemia,,-2,6.5,3.8,30286,540,26,3,12,6.3,3561|5973|9446,IL2RG|RENBP|GSTO1,0,0
1,-1.9,C0001973,M1,1,0,DisGeNET,35,"Alcoholic Intoxication, Chronic",,-1.9,6.1,3.6,30286,577,26,3,12,6.3,2030|2760|6303,SLC29A1|GM2A|SAT1,0,0
1,-1.8,C0020459,M1,1,0,DisGeNET,35,Hyperinsulinism,,-1.8,5.6,3.4,30286,620,26,3,12,6.3,901|4502|5973,CCNG2|MT2A|RENBP,0,0
1,-1.8,C0011991,M1,1,0,DisGeNET,35,Diarrhea,,-1.8,5.5,3.4,30286,631,26,3,12,6.3,3561|6303|9837,IL2RG|SAT1|GINS1,0,0
1,-1.8,C0019348,M1,1,0,DisGeNET,35,Herpes Simplex Infections,,-1.8,5.4,3.3,30286,645,26,3,12,6.3,2030|4605|5610,SLC29A1|MYBL2|EIF2AK2,0,0
1,-1.8,C0085207,M1,1,0,DisGeNET,35,Gestational Diabetes,,-1.8,5.4,3.3,30286,649,26,3,12,6.3,901|2030|6303,CCNG2|SLC29A1|SAT1,0,0
1,-1.7,C4521042,M1,1,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-1.7,5.2,3.2,30286,668,26,3,12,6.3,4502|4522|5973,MT2A|MTHFD1|RENBP,0,0
1,-1.7,C0242383,M1,1,0,DisGeNET,35,Age related macular degeneration,,-1.7,5.1,3.2,30286,685,26,3,12,6.3,3561|4502|5973,IL2RG|MT2A|RENBP,0,0
1,-1.7,C4551686,M1,1,0,DisGeNET,35,Malignant neoplasm of soft tissue,,-1.7,5,3.1,30286,699,26,3,12,6.3,916|3418|3561,CD3E|IDH2|IL2RG,0,0
1,-1.7,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-1.7,5,3.1,30286,700,26,3,12,6.3,2030|5973|9446,SLC29A1|RENBP|GSTO1,0,0
1,-1.7,C0038013,M1,1,0,DisGeNET,35,Ankylosing spondylitis,,-1.7,4.9,3.1,30286,710,26,3,12,6.3,3561|6303|9837,IL2RG|SAT1|GINS1,0,0
1,-1.6,C0024305,M1,1,0,DisGeNET,35,"Lymphoma, Non-Hodgkin",,-1.6,4.8,3,30286,733,26,3,12,6.3,3418|3561|4522,IDH2|IL2RG|MTHFD1,0,0
1,-1.6,C0521158,M1,1,0,DisGeNET,35,Recurrent tumor,,-1.6,4.8,3,30286,735,26,3,12,6.3,3418|9446|11010,IDH2|GSTO1|GLIPR1,0,0
1,-1.6,C0233794,M1,1,0,DisGeNET,35,Memory impairment,,-1.6,4.6,2.9,30286,763,26,3,12,6.3,2030|5610|9446,SLC29A1|EIF2AK2|GSTO1,0,0
1,-1.6,C0013080,M1,1,0,DisGeNET,35,Down Syndrome,,-1.6,4.6,2.9,30286,765,26,3,12,6.3,4502|4522|5973,MT2A|MTHFD1|RENBP,0,0
